"No.","Time","Source","Destination","Protocol","Length","Sequence Number","Info","frame.number","frame.len","frame.protocols","wlan.duration","wlan.ra","wlan.ta","wlan.da","wlan.sa","wlan.bssid","wlan.frag","wlan.seq","wlan.fc.type","wlan.fc.subtype","wlan.bssid_resolved","llc.type","ip.hdr_len","ip.len","udp.lenght","data.len","ip.id","ip.flags","ip.ttl","ip.proto","ip.src","ip.dst","tcp.srcport","tcp.dstport","tcp.seq_raw","tcp.ack_raw","tcp.hdr_len","tcp.flags","tcp.window_size","tcp.options","udp.srcport","udp.dstport","data.data","time_since_last_packet","Frame length stored into the capture file","Destination","Address","Data rate (Mb/s)","Source","Antenna signal","PHY type","Channel","Frequency","SSID","Maximum Transmit Power Level"
"15","2024-10-20 10:50:13.115543","192.168.11.3","192.168.11.2","TCP","66","744","54972  >  11311 [ACK] Seq=744 Ack=892 Win=64128 Len=0 TSval=1514339574 TSecr=3009084286","15","66","eth:ethertype:ip:tcp","","","","","","","","","","","","","20","52","","","0xa8c8 (43208)","0x2","64","TCP","192.168.11.3","192.168.11.2","54972","11311","3416021408","3897331043","32","0x010","64128","0101080a5a42fcf6b35afb7e","","","","0.001576000","66","RaspberryPiT_6d:2d:9b","RaspberryPiT_6d:2d:9b,RaspberryPiT_a4:f8:e5","","RaspberryPiT_a4:f8:e5","","","","","",""
"16","2024-10-20 10:50:13.115937","192.168.11.3","192.168.11.2","HTTP/XML","530","744","POST / HTTP/1.1 ","16","530","eth:ethertype:ip:tcp:http:xml","","","","","","","","","","","","","20","516","","","0xa8c9 (43209)","0x2","64","TCP","192.168.11.3","192.168.11.2","54972","11311","3416021408","3897331043","32","0x018","64128","0101080a5a42fcf7b35afb7e","","","","0.000394000","530","RaspberryPiT_6d:2d:9b","RaspberryPiT_6d:2d:9b,RaspberryPiT_a4:f8:e5","","RaspberryPiT_a4:f8:e5","","","","","",""
"17","2024-10-20 10:50:13.115969","192.168.11.2","192.168.11.3","TCP","66","892","11311  >  54972 [ACK] Seq=892 Ack=1208 Win=64128 Len=0 TSval=3009084288 TSecr=1514339575","17","66","eth:ethertype:ip:tcp","","","","","","","","","","","","","20","52","","","0xf5be (62910)","0x2","64","TCP","192.168.11.2","192.168.11.3","11311","54972","3897331043","3416021872","32","0x010","64128","0101080ab35afb805a42fcf7","","","","0.000032000","66","RaspberryPiT_a4:f8:e5","RaspberryPiT_a4:f8:e5,RaspberryPiT_6d:2d:9b","","RaspberryPiT_6d:2d:9b","","","","","",""
"18","2024-10-20 10:50:13.119005","192.168.11.2","192.168.11.3","HTTP/XML","526","892","HTTP/1.1 200 OK ","18","526","eth:ethertype:ip:tcp:http:xml","","","","","","","","","","","","","20","512","","","0xf5bf (62911)","0x2","64","TCP","192.168.11.2","192.168.11.3","11311","54972","3897331043","3416021872","32","0x018","64128","0101080ab35afb835a42fcf7","","","","0.003036000","526","RaspberryPiT_a4:f8:e5","RaspberryPiT_a4:f8:e5,RaspberryPiT_6d:2d:9b","","RaspberryPiT_6d:2d:9b","","","","","",""
"19","2024-10-20 10:50:13.120078","192.168.11.192","192.168.11.3","SSH","102","1","Client: Encrypted packet (len=36)","19","102","eth:ethertype:ip:tcp:ssh","","","","","","","","","","","","","20","88","","","0xe1dc (57820)","0x2","64","TCP","192.168.11.192","192.168.11.3","42386","22","3492631873","1407952164","32","0x018","501","0101080af8632146a6e4278c","","","","0.001073000","102","RaspberryPiT_a4:f8:e5","RaspberryPiT_a4:f8:e5,TpLinkTechno_19:17:c2","","TpLinkTechno_19:17:c2","","","","","",""
"20","2024-10-20 10:50:13.121651","192.168.11.3","192.168.11.2","TCP","66","1208","54972  >  11311 [ACK] Seq=1208 Ack=1352 Win=64128 Len=0 TSval=1514339580 TSecr=3009084291","20","66","eth:ethertype:ip:tcp","","","","","","","","","","","","","20","52","","","0xa8ca (43210)","0x2","64","TCP","192.168.11.3","192.168.11.2","54972","11311","3416021872","3897331503","32","0x010","64128","0101080a5a42fcfcb35afb83","","","","0.001573000","66","RaspberryPiT_6d:2d:9b","RaspberryPiT_6d:2d:9b,RaspberryPiT_a4:f8:e5","","RaspberryPiT_a4:f8:e5","","","","","",""
"21","2024-10-20 10:50:13.122538","192.168.11.3","192.168.11.2","HTTP/XML","535","1208","POST / HTTP/1.1 ","21","535","eth:ethertype:ip:tcp:http:xml","","","","","","","","","","","","","20","521","","","0xa8cb (43211)","0x2","64","TCP","192.168.11.3","192.168.11.2","54972","11311","3416021872","3897331503","32","0x018","64128","0101080a5a42fcfcb35afb83","","","","0.000887000","535","RaspberryPiT_6d:2d:9b","RaspberryPiT_6d:2d:9b,RaspberryPiT_a4:f8:e5","","RaspberryPiT_a4:f8:e5","","","","","",""
"22","2024-10-20 10:50:13.122580","192.168.11.2","192.168.11.3","TCP","66","1352","11311  >  54972 [ACK] Seq=1352 Ack=1677 Win=64128 Len=0 TSval=3009084295 TSecr=1514339580","22","66","eth:ethertype:ip:tcp","","","","","","","","","","","","","20","52","","","0xf5c0 (62912)","0x2","64","TCP","192.168.11.2","192.168.11.3","11311","54972","3897331503","3416022341","32","0x010","64128","0101080ab35afb875a42fcfc","","","","0.000042000","66","RaspberryPiT_a4:f8:e5","RaspberryPiT_a4:f8:e5,RaspberryPiT_6d:2d:9b","","RaspberryPiT_6d:2d:9b","","","","","",""
"23","2024-10-20 10:50:13.122617","192.168.11.3","192.168.11.192","SSH","102","1","Server: Encrypted packet (len=36)","23","102","eth:ethertype:ip:tcp:ssh","","","","","","","","","","","","","20","88","","","0x859f (34207)","0x2","64","TCP","192.168.11.3","192.168.11.192","22","42386","1407952164","3492631909","32","0x018","501","0101080aa6e5a579f8632146","","","","0.000037000","102","TpLinkTechno_19:17:c2","TpLinkTechno_19:17:c2,RaspberryPiT_a4:f8:e5","","RaspberryPiT_a4:f8:e5","","","","","",""
"24","2024-10-20 10:50:13.124997","192.168.11.2","192.168.11.3","HTTP/XML","531","1352","HTTP/1.1 200 OK ","24","531","eth:ethertype:ip:tcp:http:xml","","","","","","","","","","","","","20","517","","","0xf5c1 (62913)","0x2","64","TCP","192.168.11.2","192.168.11.3","11311","54972","3897331503","3416022341","32","0x018","64128","0101080ab35afb895a42fcfc","","","","0.002380000","531","RaspberryPiT_a4:f8:e5","RaspberryPiT_a4:f8:e5,RaspberryPiT_6d:2d:9b","","RaspberryPiT_6d:2d:9b","","","","","",""
"25","2024-10-20 10:50:13.132267","192.168.11.192","192.168.11.3","TCP","66","37","42386  >  22 [ACK] Seq=37 Ack=37 Win=501 Len=0 TSval=4167246158 TSecr=2800067961","25","66","eth:ethertype:ip:tcp","","","","","","","","","","","","","20","52","","","0xe1dd (57821)","0x2","64","TCP","192.168.11.192","192.168.11.3","42386","22","3492631909","1407952200","32","0x010","501","0101080af863214ea6e5a579","","","","0.007270000","66","RaspberryPiT_a4:f8:e5","RaspberryPiT_a4:f8:e5,TpLinkTechno_19:17:c2","","TpLinkTechno_19:17:c2","","","","","",""
"26","2024-10-20 10:50:13.133622","192.168.11.3","192.168.11.2","TCP","66","1677","54972  >  11311 [ACK] Seq=1677 Ack=1817 Win=64128 Len=0 TSval=1514339592 TSecr=3009084297","26","66","eth:ethertype:ip:tcp","","","","","","","","","","","","","20","52","","","0xa8cc (43212)","0x2","64","TCP","192.168.11.3","192.168.11.2","54972","11311","3416022341","3897331968","32","0x010","64128","0101080a5a42fd08b35afb89","","","","0.001355000","66","RaspberryPiT_6d:2d:9b","RaspberryPiT_6d:2d:9b,RaspberryPiT_a4:f8:e5","","RaspberryPiT_a4:f8:e5","","","","","",""
"27","2024-10-20 10:50:13.136174","192.168.11.3","192.168.11.2","HTTP/XML","384","1677","POST / HTTP/1.1 ","27","384","eth:ethertype:ip:tcp:http:xml","","","","","","","","","","","","","20","370","","","0xa8cd (43213)","0x2","64","TCP","192.168.11.3","192.168.11.2","54972","11311","3416022341","3897331968","32","0x018","64128","0101080a5a42fd08b35afb89","","","","0.002552000","384","RaspberryPiT_6d:2d:9b","RaspberryPiT_6d:2d:9b,RaspberryPiT_a4:f8:e5","","RaspberryPiT_a4:f8:e5","","","","","",""
"28","2024-10-20 10:50:13.136217","192.168.11.2","192.168.11.3","TCP","66","1817","11311  >  54972 [ACK] Seq=1817 Ack=1995 Win=64128 Len=0 TSval=3009084308 TSecr=1514339592","28","66","eth:ethertype:ip:tcp","","","","","","","","","","","","","20","52","","","0xf5c2 (62914)","0x2","64","TCP","192.168.11.2","192.168.11.3","11311","54972","3897331968","3416022659","32","0x010","64128","0101080ab35afb945a42fd08","","","","0.000043000","66","RaspberryPiT_a4:f8:e5","RaspberryPiT_a4:f8:e5,RaspberryPiT_6d:2d:9b","","RaspberryPiT_6d:2d:9b","","","","","",""
"29","2024-10-20 10:50:13.138165","192.168.11.2","192.168.11.3","HTTP/XML","450","1817","HTTP/1.1 200 OK ","29","450","eth:ethertype:ip:tcp:http:xml","","","","","","","","","","","","","20","436","","","0xf5c3 (62915)","0x2","64","TCP","192.168.11.2","192.168.11.3","11311","54972","3897331968","3416022659","32","0x018","64128","0101080ab35afb965a42fd08","","","","0.001948000","450","RaspberryPiT_a4:f8:e5","RaspberryPiT_a4:f8:e5,RaspberryPiT_6d:2d:9b","","RaspberryPiT_6d:2d:9b","","","","","",""
"30","2024-10-20 10:50:13.141567","192.168.11.3","192.168.11.192","SSH","230","1","Server: Encrypted packet (len=164)","30","230","eth:ethertype:ip:tcp:ssh","","","","","","","","","","","","","20","216","","","0xfd11 (64785)","0x2","64","TCP","192.168.11.3","192.168.11.192","22","42382","1772798874","2131569416","32","0x018","501","0101080aa6e5a58cf86315e6","","","","0.003402000","230","TpLinkTechno_19:17:c2","TpLinkTechno_19:17:c2,RaspberryPiT_a4:f8:e5","","RaspberryPiT_a4:f8:e5","","","","","",""
"31","2024-10-20 10:50:13.144972","192.168.11.3","192.168.11.2","HTTP/XML","381","1995","POST / HTTP/1.1 ","31","381","eth:ethertype:ip:tcp:http:xml","","","","","","","","","","","","","20","367","","","0xa8ce (43214)","0x2","64","TCP","192.168.11.3","192.168.11.2","54972","11311","3416022659","3897332352","32","0x018","64128","0101080a5a42fd0fb35afb96","","","","0.003405000","381","RaspberryPiT_6d:2d:9b","RaspberryPiT_6d:2d:9b,RaspberryPiT_a4:f8:e5","","RaspberryPiT_a4:f8:e5","","","","","",""
"32","2024-10-20 10:50:13.145172","192.168.11.3","192.168.11.2","TCP","74","0","54974  >  11311 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=1514339600 TSecr=0 WS=128","32","74","eth:ethertype:ip:tcp","","","","","","","","","","","","","20","60","","","0x310a (12554)","0x2","64","TCP","192.168.11.3","192.168.11.2","54974","11311","1309845644","0","40","0x002","64240","020405b40402080a5a42fd100000000001030307","","","","0.000200000","74","RaspberryPiT_6d:2d:9b","RaspberryPiT_6d:2d:9b,RaspberryPiT_a4:f8:e5","","RaspberryPiT_a4:f8:e5","","","","","",""
"33","2024-10-20 10:50:13.145249","192.168.11.2","192.168.11.3","TCP","74","0","11311  >  54974 [SYN, ACK] Seq=0 Ack=1 Win=65160 Len=0 MSS=1460 SACK_PERM TSval=3009084317 TSecr=1514339600 WS=128","33","74","eth:ethertype:ip:tcp","","","","","","","","","","","","","20","60","","","0x0000 (0)","0x2","64","TCP","192.168.11.2","192.168.11.3","11311","54974","3494364104","1309845645","40","0x012","65160","020405b40402080ab35afb9d5a42fd1001030307","","","","0.000077000","74","RaspberryPiT_a4:f8:e5","RaspberryPiT_a4:f8:e5,RaspberryPiT_6d:2d:9b","","RaspberryPiT_6d:2d:9b","","","","","",""
"34","2024-10-20 10:50:13.149958","192.168.11.2","192.168.11.3","TCP","204","2201","11311  >  54972 [PSH, ACK] Seq=2201 Ack=2310 Win=64128 Len=138 TSval=3009084322 TSecr=1514339599 [TCP segment of a reassembled PDU]","34","204","eth:ethertype:ip:tcp","","","","","","","","","","","","","20","190","","","0xf5c4 (62916)","0x2","64","TCP","192.168.11.2","192.168.11.3","11311","54972","3897332352","3416022974","32","0x018","64128","0101080ab35afba25a42fd0f","","","","0.004709000","204","RaspberryPiT_a4:f8:e5","RaspberryPiT_a4:f8:e5,RaspberryPiT_6d:2d:9b","","RaspberryPiT_6d:2d:9b","","","","","",""
"35","2024-10-20 10:50:13.150121","192.168.11.2","192.168.11.3","TCP","1514","2339","11311  >  54972 [ACK] Seq=2339 Ack=2310 Win=64128 Len=1448 TSval=3009084322 TSecr=1514339599 [TCP segment of a reassembled PDU]","35","1514","eth:ethertype:ip:tcp","","","","","","","","","","","","","20","1500","","","0xf5c5 (62917)","0x2","64","TCP","192.168.11.2","192.168.11.3","11311","54972","3897332490","3416022974","32","0x010","64128","0101080ab35afba25a42fd0f","","","","0.000163000","1514","RaspberryPiT_a4:f8:e5","RaspberryPiT_a4:f8:e5,RaspberryPiT_6d:2d:9b","","RaspberryPiT_6d:2d:9b","","","","","",""
"36","2024-10-20 10:50:13.150138","192.168.11.2","192.168.11.3","TCP","1514","3787","11311  >  54972 [ACK] Seq=3787 Ack=2310 Win=64128 Len=1448 TSval=3009084322 TSecr=1514339599 [TCP segment of a reassembled PDU]","36","1514","eth:ethertype:ip:tcp","","","","","","","","","","","","","20","1500","","","0xf5c6 (62918)","0x2","64","TCP","192.168.11.2","192.168.11.3","11311","54972","3897333938","3416022974","32","0x010","64128","0101080ab35afba25a42fd0f","","","","0.000017000","1514","RaspberryPiT_a4:f8:e5","RaspberryPiT_a4:f8:e5,RaspberryPiT_6d:2d:9b","","RaspberryPiT_6d:2d:9b","","","","","",""
"37","2024-10-20 10:50:13.150149","192.168.11.2","192.168.11.3","TCP","1514","5235","11311  >  54972 [ACK] Seq=5235 Ack=2310 Win=64128 Len=1448 TSval=3009084322 TSecr=1514339599 [TCP segment of a reassembled PDU]","37","1514","eth:ethertype:ip:tcp","","","","","","","","","","","","","20","1500","","","0xf5c7 (62919)","0x2","64","TCP","192.168.11.2","192.168.11.3","11311","54972","3897335386","3416022974","32","0x010","64128","0101080ab35afba25a42fd0f","","","","0.000011000","1514","RaspberryPiT_a4:f8:e5","RaspberryPiT_a4:f8:e5,RaspberryPiT_6d:2d:9b","","RaspberryPiT_6d:2d:9b","","","","","",""
"38","2024-10-20 10:50:13.150158","192.168.11.2","192.168.11.3","TCP","1514","6683","11311  >  54972 [ACK] Seq=6683 Ack=2310 Win=64128 Len=1448 TSval=3009084322 TSecr=1514339599 [TCP segment of a reassembled PDU]","38","1514","eth:ethertype:ip:tcp","","","","","","","","","","","","","20","1500","","","0xf5c8 (62920)","0x2","64","TCP","192.168.11.2","192.168.11.3","11311","54972","3897336834","3416022974","32","0x010","64128","0101080ab35afba25a42fd0f","","","","0.000009000","1514","RaspberryPiT_a4:f8:e5","RaspberryPiT_a4:f8:e5,RaspberryPiT_6d:2d:9b","","RaspberryPiT_6d:2d:9b","","","","","",""
"39","2024-10-20 10:50:13.150167","192.168.11.2","192.168.11.3","TCP","1514","8131","11311  >  54972 [PSH, ACK] Seq=8131 Ack=2310 Win=64128 Len=1448 TSval=3009084322 TSecr=1514339599 [TCP segment of a reassembled PDU]","39","1514","eth:ethertype:ip:tcp","","","","","","","","","","","","","20","1500","","","0xf5c9 (62921)","0x2","64","TCP","192.168.11.2","192.168.11.3","11311","54972","3897338282","3416022974","32","0x018","64128","0101080ab35afba25a42fd0f","","","","0.000009000","1514","RaspberryPiT_a4:f8:e5","RaspberryPiT_a4:f8:e5,RaspberryPiT_6d:2d:9b","","RaspberryPiT_6d:2d:9b","","","","","",""
"40","2024-10-20 10:50:13.150227","192.168.11.2","192.168.11.3","TCP","1514","9579","11311  >  54972 [ACK] Seq=9579 Ack=2310 Win=64128 Len=1448 TSval=3009084322 TSecr=1514339599 [TCP segment of a reassembled PDU]","40","1514","eth:ethertype:ip:tcp","","","","","","","","","","","","","20","1500","","","0xf5ca (62922)","0x2","64","TCP","192.168.11.2","192.168.11.3","11311","54972","3897339730","3416022974","32","0x010","64128","0101080ab35afba25a42fd0f","","","","0.000060000","1514","RaspberryPiT_a4:f8:e5","RaspberryPiT_a4:f8:e5,RaspberryPiT_6d:2d:9b","","RaspberryPiT_6d:2d:9b","","","","","",""
"41","2024-10-20 10:50:13.150240","192.168.11.2","192.168.11.3","TCP","1514","11027","11311  >  54972 [ACK] Seq=11027 Ack=2310 Win=64128 Len=1448 TSval=3009084322 TSecr=1514339599 [TCP segment of a reassembled PDU]","41","1514","eth:ethertype:ip:tcp","","","","","","","","","","","","","20","1500","","","0xf5cb (62923)","0x2","64","TCP","192.168.11.2","192.168.11.3","11311","54972","3897341178","3416022974","32","0x010","64128","0101080ab35afba25a42fd0f","","","","0.000013000","1514","RaspberryPiT_a4:f8:e5","RaspberryPiT_a4:f8:e5,RaspberryPiT_6d:2d:9b","","RaspberryPiT_6d:2d:9b","","","","","",""
"42","2024-10-20 10:50:13.150249","192.168.11.2","192.168.11.3","TCP","1514","12475","11311  >  54972 [ACK] Seq=12475 Ack=2310 Win=64128 Len=1448 TSval=3009084322 TSecr=1514339599 [TCP segment of a reassembled PDU]","42","1514","eth:ethertype:ip:tcp","","","","","","","","","","","","","20","1500","","","0xf5cc (62924)","0x2","64","TCP","192.168.11.2","192.168.11.3","11311","54972","3897342626","3416022974","32","0x010","64128","0101080ab35afba25a42fd0f","","","","0.000009000","1514","RaspberryPiT_a4:f8:e5","RaspberryPiT_a4:f8:e5,RaspberryPiT_6d:2d:9b","","RaspberryPiT_6d:2d:9b","","","","","",""
"43","2024-10-20 10:50:13.150258","192.168.11.2","192.168.11.3","TCP","1514","13923","11311  >  54972 [PSH, ACK] Seq=13923 Ack=2310 Win=64128 Len=1448 TSval=3009084322 TSecr=1514339599 [TCP segment of a reassembled PDU]","43","1514","eth:ethertype:ip:tcp","","","","","","","","","","","","","20","1500","","","0xf5cd (62925)","0x2","64","TCP","192.168.11.2","192.168.11.3","11311","54972","3897344074","3416022974","32","0x018","64128","0101080ab35afba25a42fd0f","","","","0.000009000","1514","RaspberryPiT_a4:f8:e5","RaspberryPiT_a4:f8:e5,RaspberryPiT_6d:2d:9b","","RaspberryPiT_6d:2d:9b","","","","","",""
"44","2024-10-20 10:50:13.151868","192.168.11.192","192.168.11.3","TCP","66","1","42382  >  22 [ACK] Seq=1 Ack=165 Win=501 Len=0 TSval=4167246179 TSecr=2800067980","44","66","eth:ethertype:ip:tcp","","","","","","","","","","","","","20","52","","","0xc4ec (50412)","0x2","64","TCP","192.168.11.192","192.168.11.3","42382","22","2131569416","1772799038","32","0x010","501","0101080af8632163a6e5a58c","","","","0.001610000","66","RaspberryPiT_a4:f8:e5","RaspberryPiT_a4:f8:e5,TpLinkTechno_19:17:c2","","TpLinkTechno_19:17:c2","","","","","",""
