LocalTime, GPSTime, ESSID, BSSID, Power, Security, Latitude, Longitude, Latitude Error, Longitude Error, Type
2025-01-19 16:17:27,1900-01-00 00:00:00,,D8:3A:DD:A4:F8:E5,-50,,0.000000,0.000000,0.000,0.000,Client
2025-01-19 16:17:27,1900-01-00 00:00:00,clover1,DC:A6:32:6D:2D:9B,-42, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-01-19 16:17:27,1900-01-00 00:00:00,,D8:3A:DD:A4:F8:E5,-51,,0.000000,0.000000,0.000,0.000,Client
2025-01-19 16:17:27,1900-01-00 00:00:00,clover1,DC:A6:32:6D:2D:9B,-59, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-01-19 16:17:27,1900-01-00 00:00:00,clover1,DC:A6:32:6D:2D:9B,-45, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-01-19 16:17:27,1900-01-00 00:00:00,clover1,DC:A6:32:6D:2D:9B,-45, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-01-19 16:17:27,1900-01-00 00:00:00,clover1,DC:A6:32:6D:2D:9B,-45, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-01-19 16:17:27,1900-01-00 00:00:00,clover1,DC:A6:32:6D:2D:9B,-11, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-01-19 16:17:27,1900-01-00 00:00:00,clover1,DC:A6:32:6D:2D:9B,-44, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-01-19 16:17:27,1900-01-00 00:00:00,,D8:3A:DD:A4:F8:E5,-48,,0.000000,0.000000,0.000,0.000,Client
2025-01-19 16:17:27,1900-01-00 00:00:00,clover1,DC:A6:32:6D:2D:9B,-45, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-01-19 16:17:27,1900-01-00 00:00:00,clover1,DC:A6:32:6D:2D:9B,-44, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-01-19 16:17:27,1900-01-00 00:00:00,clover1,DC:A6:32:6D:2D:9B,-45, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-01-19 16:17:27,1900-01-00 00:00:00,,1C:61:B4:64:14:48,-13,,0.000000,0.000000,0.000,0.000,Client
2025-01-19 16:17:27,1900-01-00 00:00:00,clover1,DC:A6:32:6D:2D:9B,-46, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-01-19 16:17:27,1900-01-00 00:00:00,clover1,DC:A6:32:6D:2D:9B,-44, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-01-19 16:17:27,1900-01-00 00:00:00,clover1,DC:A6:32:6D:2D:9B,-45, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-01-19 16:17:27,1900-01-00 00:00:00,clover1,DC:A6:32:6D:2D:9B,-43, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-01-19 16:17:27,1900-01-00 00:00:00,clover1,DC:A6:32:6D:2D:9B,-44, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-01-19 16:17:27,1900-01-00 00:00:00,clover1,DC:A6:32:6D:2D:9B,-47, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-01-19 16:17:27,1900-01-00 00:00:00,clover1,DC:A6:32:6D:2D:9B,-48, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-01-19 16:17:27,1900-01-00 00:00:00,clover1,DC:A6:32:6D:2D:9B,-44, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-01-19 16:17:27,1900-01-00 00:00:00,clover1,DC:A6:32:6D:2D:9B,-46, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-01-19 16:17:27,1900-01-00 00:00:00,clover1,DC:A6:32:6D:2D:9B,-46, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-01-19 16:17:27,1900-01-00 00:00:00,clover1,DC:A6:32:6D:2D:9B,-46, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-01-19 16:17:27,1900-01-00 00:00:00,,00:C0:CA:B5:53:1F,-10,,0.000000,0.000000,0.000,0.000,Client
2025-01-19 16:17:27,1900-01-00 00:00:00,,00:C0:CA:B5:53:1F,-7,,0.000000,0.000000,0.000,0.000,Client
2025-01-19 16:17:27,1900-01-00 00:00:00,clover1,DC:A6:32:6D:2D:9B,-47, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-01-19 16:17:27,1900-01-00 00:00:00,,00:C0:CA:B5:53:1F,-7,,0.000000,0.000000,0.000,0.000,Client
2025-01-19 16:17:27,1900-01-00 00:00:00,,00:C0:CA:B5:53:1F,-7,,0.000000,0.000000,0.000,0.000,Client
2025-01-19 16:17:27,1900-01-00 00:00:00,clover1,DC:A6:32:6D:2D:9B,-46, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-01-19 16:17:27,1900-01-00 00:00:00,,1C:61:B4:64:14:48,-13,,0.000000,0.000000,0.000,0.000,Client
2025-01-19 16:17:28,1900-01-00 00:00:00,clover1,DC:A6:32:6D:2D:9B,-44, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-01-19 16:17:28,1900-01-00 00:00:00,clover1,DC:A6:32:6D:2D:9B,-45, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-01-19 16:17:28,1900-01-00 00:00:00,clover1,DC:A6:32:6D:2D:9B,-46, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-01-19 16:17:28,1900-01-00 00:00:00,clover1,DC:A6:32:6D:2D:9B,-43, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-01-19 16:17:28,1900-01-00 00:00:00,clover1,DC:A6:32:6D:2D:9B,-47, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-01-19 16:17:28,1900-01-00 00:00:00,,1C:61:B4:64:14:48,-13,,0.000000,0.000000,0.000,0.000,Client
2025-01-19 16:17:28,1900-01-00 00:00:00,,1C:61:B4:64:14:48,-12,,0.000000,0.000000,0.000,0.000,Client
2025-01-19 16:17:28,1900-01-00 00:00:00,clover1,DC:A6:32:6D:2D:9B,-42, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-01-19 16:17:28,1900-01-00 00:00:00,clover1,DC:A6:32:6D:2D:9B,-44, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-01-19 16:17:28,1900-01-00 00:00:00,,D8:3A:DD:A4:F8:E5,-55,,0.000000,0.000000,0.000,0.000,Client
2025-01-19 16:17:28,1900-01-00 00:00:00,clover1,DC:A6:32:6D:2D:9B,-45, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-01-19 16:17:28,1900-01-00 00:00:00,clover1,DC:A6:32:6D:2D:9B,-43, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-01-19 16:17:28,1900-01-00 00:00:00,,D8:3A:DD:A4:F8:E5,-49,,0.000000,0.000000,0.000,0.000,Client
2025-01-19 16:17:28,1900-01-00 00:00:00,clover1,DC:A6:32:6D:2D:9B,-45, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-01-19 16:17:28,1900-01-00 00:00:00,,D8:3A:DD:A4:F8:E5,-61,,0.000000,0.000000,0.000,0.000,Client
2025-01-19 16:17:28,1900-01-00 00:00:00,clover1,DC:A6:32:6D:2D:9B,-44, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-01-19 16:17:28,1900-01-00 00:00:00,,1C:61:B4:64:14:48,-13,,0.000000,0.000000,0.000,0.000,Client
2025-01-19 16:17:28,1900-01-00 00:00:00,,D8:3A:DD:A4:F8:E5,-50,,0.000000,0.000000,0.000,0.000,Client
2025-01-19 16:17:29,1900-01-00 00:00:00,clover1,DC:A6:32:6D:2D:9B,-44, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-01-19 16:17:29,1900-01-00 00:00:00,,D8:3A:DD:A4:F8:E5,-51,,0.000000,0.000000,0.000,0.000,Client
2025-01-19 16:17:29,1900-01-00 00:00:00,clover1,DC:A6:32:6D:2D:9B,-44, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-01-19 16:17:29,1900-01-00 00:00:00,clover1,DC:A6:32:6D:2D:9B,-46, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-01-19 16:17:29,1900-01-00 00:00:00,clover1,DC:A6:32:6D:2D:9B,-45, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-01-19 16:17:29,1900-01-00 00:00:00,,D8:3A:DD:A4:F8:E5,-51,,0.000000,0.000000,0.000,0.000,Client
2025-01-19 16:17:29,1900-01-00 00:00:00,,D8:3A:DD:A4:F8:E5,-52,,0.000000,0.000000,0.000,0.000,Client
2025-01-19 16:17:29,1900-01-00 00:00:00,,D8:3A:DD:A4:F8:E5,-64,,0.000000,0.000000,0.000,0.000,Client
2025-01-19 16:17:29,1900-01-00 00:00:00,,D8:3A:DD:A4:F8:E5,-54,,0.000000,0.000000,0.000,0.000,Client
2025-01-19 16:17:29,1900-01-00 00:00:00,,D8:3A:DD:A4:F8:E5,-51,,0.000000,0.000000,0.000,0.000,Client
2025-01-19 16:17:29,1900-01-00 00:00:00,clover1,DC:A6:32:6D:2D:9B,-48, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-01-19 16:17:29,1900-01-00 00:00:00,clover1,DC:A6:32:6D:2D:9B,-65, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-01-19 16:17:29,1900-01-00 00:00:00,clover1,DC:A6:32:6D:2D:9B,-47, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-01-19 16:17:29,1900-01-00 00:00:00,clover1,DC:A6:32:6D:2D:9B,-46, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-01-19 16:17:29,1900-01-00 00:00:00,,D8:3A:DD:A4:F8:E5,-50,,0.000000,0.000000,0.000,0.000,Client
2025-01-19 16:17:29,1900-01-00 00:00:00,clover1,DC:A6:32:6D:2D:9B,-44, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-01-19 16:17:29,1900-01-00 00:00:00,,D8:3A:DD:A4:F8:E5,-53,,0.000000,0.000000,0.000,0.000,Client
2025-01-19 16:17:29,1900-01-00 00:00:00,clover1,DC:A6:32:6D:2D:9B,-45, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-01-19 16:17:29,1900-01-00 00:00:00,,D8:3A:DD:A4:F8:E5,-50,,0.000000,0.000000,0.000,0.000,Client
2025-01-19 16:17:29,1900-01-00 00:00:00,clover1,DC:A6:32:6D:2D:9B,-47, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-01-19 16:17:29,1900-01-00 00:00:00,,1C:61:B4:64:14:48,-13,,0.000000,0.000000,0.000,0.000,Client
2025-01-19 16:17:29,1900-01-00 00:00:00,,1C:61:B4:64:14:48,-12,,0.000000,0.000000,0.000,0.000,Client
2025-01-19 16:17:29,1900-01-00 00:00:00,clover1,DC:A6:32:6D:2D:9B,-47, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-01-19 16:17:29,1900-01-00 00:00:00,,D8:3A:DD:A4:F8:E5,-52,,0.000000,0.000000,0.000,0.000,Client
2025-01-19 16:17:29,1900-01-00 00:00:00,,D8:3A:DD:A4:F8:E5,-52,,0.000000,0.000000,0.000,0.000,Client
2025-01-19 16:17:29,1900-01-00 00:00:00,clover1,DC:A6:32:6D:2D:9B,-46, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-01-19 16:17:29,1900-01-00 00:00:00,clover1,DC:A6:32:6D:2D:9B,-47, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-01-19 16:17:29,1900-01-00 00:00:00,,D8:3A:DD:A4:F8:E5,-52,,0.000000,0.000000,0.000,0.000,Client
2025-01-19 16:17:29,1900-01-00 00:00:00,,D8:3A:DD:A4:F8:E5,-50,,0.000000,0.000000,0.000,0.000,Client
2025-01-19 16:17:29,1900-01-00 00:00:00,,D8:3A:DD:A4:F8:E5,-50,,0.000000,0.000000,0.000,0.000,Client
2025-01-19 16:17:29,1900-01-00 00:00:00,clover1,DC:A6:32:6D:2D:9B,-46, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-01-19 16:17:29,1900-01-00 00:00:00,clover1,DC:A6:32:6D:2D:9B,-47, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-01-19 16:17:29,1900-01-00 00:00:00,,1C:61:B4:64:14:48,-10,,0.000000,0.000000,0.000,0.000,Client
2025-01-19 16:17:29,1900-01-00 00:00:00,,1C:61:B4:64:14:48,-12,,0.000000,0.000000,0.000,0.000,Client
2025-01-19 16:17:29,1900-01-00 00:00:00,,1C:61:B4:64:14:48,-12,,0.000000,0.000000,0.000,0.000,Client
2025-01-19 16:17:29,1900-01-00 00:00:00,,D8:3A:DD:A4:F8:E5,-51,,0.000000,0.000000,0.000,0.000,Client
2025-01-19 16:17:29,1900-01-00 00:00:00,clover1,DC:A6:32:6D:2D:9B,-48, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-01-19 16:17:30,1900-01-00 00:00:00,clover1,DC:A6:32:6D:2D:9B,-44, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-01-19 16:17:30,1900-01-00 00:00:00,,D8:3A:DD:A4:F8:E5,-51,,0.000000,0.000000,0.000,0.000,Client
2025-01-19 16:17:30,1900-01-00 00:00:00,clover1,DC:A6:32:6D:2D:9B,-48, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-01-19 16:17:30,1900-01-00 00:00:00,clover1,DC:A6:32:6D:2D:9B,-45, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-01-19 16:17:30,1900-01-00 00:00:00,,D8:3A:DD:A4:F8:E5,-51,,0.000000,0.000000,0.000,0.000,Client
2025-01-19 16:17:30,1900-01-00 00:00:00,clover1,DC:A6:32:6D:2D:9B,-46, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-01-19 16:17:30,1900-01-00 00:00:00,,D8:3A:DD:A4:F8:E5,-51,,0.000000,0.000000,0.000,0.000,Client
2025-01-19 16:17:30,1900-01-00 00:00:00,,D8:3A:DD:A4:F8:E5,-51,,0.000000,0.000000,0.000,0.000,Client
2025-01-19 16:17:30,1900-01-00 00:00:00,,D8:3A:DD:A4:F8:E5,-64,,0.000000,0.000000,0.000,0.000,Client
2025-01-19 16:17:30,1900-01-00 00:00:00,clover1,DC:A6:32:6D:2D:9B,-47, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-01-19 16:17:30,1900-01-00 00:00:00,clover1,DC:A6:32:6D:2D:9B,-47, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-01-19 16:17:30,1900-01-00 00:00:00,,1C:61:B4:64:14:48,-13,,0.000000,0.000000,0.000,0.000,Client
2025-01-19 16:17:30,1900-01-00 00:00:00,,D8:3A:DD:A4:F8:E5,-51,,0.000000,0.000000,0.000,0.000,Client
2025-01-19 16:17:30,1900-01-00 00:00:00,clover1,DC:A6:32:6D:2D:9B,-45, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-01-19 16:17:30,1900-01-00 00:00:00,,D8:3A:DD:A4:F8:E5,-52,,0.000000,0.000000,0.000,0.000,Client
2025-01-19 16:17:30,1900-01-00 00:00:00,,D8:3A:DD:A4:F8:E5,-52,,0.000000,0.000000,0.000,0.000,Client
2025-01-19 16:17:30,1900-01-00 00:00:00,,D8:3A:DD:A4:F8:E5,-50,,0.000000,0.000000,0.000,0.000,Client
2025-01-19 16:17:30,1900-01-00 00:00:00,clover1,DC:A6:32:6D:2D:9B,-46, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-01-19 16:17:30,1900-01-00 00:00:00,,D8:3A:DD:A4:F8:E5,-52,,0.000000,0.000000,0.000,0.000,Client
2025-01-19 16:17:30,1900-01-00 00:00:00,clover1,DC:A6:32:6D:2D:9B,-46, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-01-19 16:17:30,1900-01-00 00:00:00,,D8:3A:DD:A4:F8:E5,-50,,0.000000,0.000000,0.000,0.000,Client
2025-01-19 16:17:30,1900-01-00 00:00:00,clover1,DC:A6:32:6D:2D:9B,-45, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-01-19 16:17:30,1900-01-00 00:00:00,clover1,DC:A6:32:6D:2D:9B,-46, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-01-19 16:17:30,1900-01-00 00:00:00,,1C:61:B4:64:14:48,-12,,0.000000,0.000000,0.000,0.000,Client
2025-01-19 16:17:30,1900-01-00 00:00:00,,1C:61:B4:64:14:48,-11,,0.000000,0.000000,0.000,0.000,Client
2025-01-19 16:17:30,1900-01-00 00:00:00,,D8:3A:DD:A4:F8:E5,-52,,0.000000,0.000000,0.000,0.000,Client
2025-01-19 16:17:31,1900-01-00 00:00:00,,D8:3A:DD:A4:F8:E5,-52,,0.000000,0.000000,0.000,0.000,Client
2025-01-19 16:17:31,1900-01-00 00:00:00,,D8:3A:DD:A4:F8:E5,-53,,0.000000,0.000000,0.000,0.000,Client
2025-01-19 16:17:31,1900-01-00 00:00:00,clover1,DC:A6:32:6D:2D:9B,-46, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-01-19 16:17:31,1900-01-00 00:00:00,,D8:3A:DD:A4:F8:E5,-50,,0.000000,0.000000,0.000,0.000,Client
2025-01-19 16:17:31,1900-01-00 00:00:00,clover1,DC:A6:32:6D:2D:9B,-45, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-01-19 16:17:31,1900-01-00 00:00:00,clover1,DC:A6:32:6D:2D:9B,-46, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-01-19 16:17:31,1900-01-00 00:00:00,clover1,DC:A6:32:6D:2D:9B,-45, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-01-19 16:17:31,1900-01-00 00:00:00,,D8:3A:DD:A4:F8:E5,-51,,0.000000,0.000000,0.000,0.000,Client
2025-01-19 16:17:31,1900-01-00 00:00:00,clover1,DC:A6:32:6D:2D:9B,-46, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-01-19 16:17:31,1900-01-00 00:00:00,clover1,DC:A6:32:6D:2D:9B,-45, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-01-19 16:17:31,1900-01-00 00:00:00,,1C:61:B4:64:14:48,-13,,0.000000,0.000000,0.000,0.000,Client
